epsA	Trial1	Trial2	Trial3
0.75	0.16	0.16	0.16
0.85	1.76	2.29	1.52
1.05	33.04	36.64	43.92
1.15	59.91	67.28	64.72
1.25	88.24	82.72	84.24
1.35	92.0	98.4	95.92
1.45	92.0	96.0	96.16
1.55	72.0	72.16	72.08
1.65	36.0	56.0	56.08
1.75	32.24	28.0	24.07
1.85	16.0	16.08	8.0
1.95	4.0	4.0	24.0
2.05	16.0	4.0	11.44
