epsA	Trial1	Trial2	Trial3
0.75	0.01	0.02	0.0
0.85	0.0	0.08	0.08
0.95	0.38	0.42	0.98
1.05	5.48	6.19	4.57
1.15	25.78	23.54	28.65
1.25	70.5	61.55	60.38
1.35	91.42	89.64	87.6
1.45	99.9	95.84	88.82
1.55	99.94	87.94	91.96
1.65	72.2	75.09	75.98
1.75	44.14	20.05	46.68
1.85	24.21	16.11	24.04
1.95	16.08	8.26	13.75
2.05	4.11	16.04	16.0
