epsA	Trial1	Trial2	Trial3
0.75	0.0	0.0	0.0
0.85	0.0	0.0	0.0
1.05	5.95	8.86	3.68
1.15	34.05	38.66	29.22
1.25	56.03	73.89	67.58
1.35	87.78	91.72	92.06
1.45	93.96	95.9	95.5
1.55	91.97	97.85	95.97
1.65	84.02	64.25	71.89
1.75	48.04	35.98	60.19
1.85	12.1	16.0	11.98
1.95	23.6	4.01	4.0
2.05	12.0	12.02	20.0
