epsA	Trial1	Trial2	Trial3
0.75	0.08	0.0	0.0
0.85	0.24	0.0	0.0
1.05	4.72	3.59	6.42
1.15	36.34	34.3	19.94
1.25	70.54	59.03	60.02
1.35	83.04	86.05	95.39
1.45	89.51	87.71	87.97
1.55	95.98	91.98	91.99
1.65	88.38	75.97	83.98
1.75	48.05	36.97	23.98
1.85	24.0	31.14	40.05
1.95	16.15	16.0	24.04
2.05	12.27	3.98	16.0
