epsA	Trial1	Trial2	Trial3
0.75	0.0	0.02	0.0
0.85	0.04	0.0	0.0
0.95	0.14	0.01	0.0
1.05	0.33	0.34	0.27
1.15	3.51	2.25	2.73
1.25	15.34	12.93	16.36
1.35	44.64	38.9	38.27
1.45	71.59	70.71	75.82
1.55	84.74	90.5	91.94
1.65	95.98	87.42	95.9
1.75	87.92	91.96	84.07
1.85	65.57	49.42	40.07
1.95	32.01	37.64	28.14
2.05	16.03	20.02	0.0
