epsA	Trial1	Trial2	Trial3
1.25	0.0	0.08	0.08
1.35	1.8	1.92	3.04
1.45	12.14	13.2	12.56
1.55	46.0	46.16	46.72
1.65	73.76	77.92	65.44
1.75	96.72	81.52	91.6
1.85	92.0	92.0	92.0
1.95	92.0	84.64	91.92
2.05	75.04	56.24	56.16
2.15	28.08	28.32	40.0
2.25	28.0	16.08	19.04
2.35	12.0	16.08	8.0
2.45	8.0	8.0	0.0
2.55	8.0	4.0	8.08
