epsA	Trial1	Trial2	Trial3
0.75	0.01	0.0	0.01
0.85	0.0	0.0	0.02
0.95	0.06	0.07	0.08
1.05	0.33	0.33	0.54
1.15	2.22	3.0	1.5
1.25	8.26	15.38	11.38
1.35	37.79	43.25	32.74
1.45	71.18	78.67	71.54
1.55	90.21	87.86	79.98
1.65	91.98	85.39	91.89
1.75	86.94	83.83	91.93
1.85	60.42	50.89	60.01
1.95	35.98	16.06	24.64
2.05	16.04	8.02	8.09
