epsA	Trial1	Trial2	Trial3
1.15	0.05	0.06	0.11
1.25	0.3	0.24	0.2
1.35	1.53	1.16	1.38
1.45	12.06	5.91	10.5
1.55	30.53	28.89	18.9
1.65	57.58	61.15	65.38
1.75	84.36	89.15	87.62
1.85	91.82	95.94	95.96
1.95	71.99	87.9	87.98
2.05	44.0	48.07	67.97
2.15	29.92	40.06	26.58
2.25	36.03	20.02	20.22
2.35	4.01	15.98	20.0
2.45	8.06	4.14	8.01
2.55	8.0	4.0	0.03
2.65	4.1	8.0	0.14
2.75	8.0	4.02	4.02
