epsA	Trial1	Trial2	Trial3
0.75	0.29	0.15	0.02
0.85	3.47	0.86	3.04
0.95	11.9	12.35	5.81
1.05	50.66	56.38	46.22
1.15	78.06	75.58	74.51
1.25	92.53	92.85	91.32
1.35	98.87	95.94	95.94
1.45	99.98	99.98	99.96
1.55	99.94	87.95	99.94
1.65	87.95	91.98	80.0
1.75	67.96	52.14	48.1
1.85	32.06	24.0	40.02
1.95	16.07	4.03	16.02
2.05	0.0	4.08	8.07
2.15	12.02	12.07	8.04
2.25	4.0	4.0	12.02
2.35	0.0	0.06	4.0
2.45	12.0	7.99	0.0
2.55	15.99	0.23	8.0
