epsA	Trial1	Trial2	Trial3
0.75	0.0	0.02	0.0
0.85	0.03	0.08	0.0
0.95	0.02	0.26	0.17
1.05	0.91	1.16	1.08
1.15	7.94	8.59	6.32
1.25	32.36	29.76	26.67
1.35	69.4	58.78	67.72
1.45	70.95	76.37	81.53
1.55	95.08	89.82	90.46
1.65	88.36	91.32	95.96
1.75	68.03	55.2	68.55
1.85	40.56	13.34	32.14
1.95	28.12	12.12	20.0
2.05	4.0	16.04	8.18
