epsA	Trial1	Trial2	Trial3
0.75	0.01	0.02	0.03
0.85	0.01	0.01	0.01
0.95	0.02	0.04	0.09
1.05	0.46	0.4	0.26
1.15	1.5	1.98	1.98
1.25	5.84	11.33	10.7
1.35	26.54	28.78	38.53
1.45	64.07	58.62	61.1
1.55	83.98	83.97	82.14
1.65	91.98	91.95	91.55
1.75	88.77	99.95	88.0
1.85	58.54	64.02	55.99
1.95	24.06	28.07	16.21
2.05	28.04	16.0	40.15
