epsA	Trial1	Trial2	Trial3
0.75	0.0	0.01	0.01
0.85	0.0	0.0	0.04
0.95	0.06	0.02	0.06
1.05	0.22	0.42	0.32
1.15	1.34	1.62	2.52
1.25	10.7	5.91	12.58
1.35	30.68	46.58	47.99
1.45	69.25	65.25	64.52
1.55	77.29	87.42	94.53
1.65	91.94	99.9	91.83
1.75	99.96	83.7	84.02
1.85	58.73	56.08	60.62
1.95	36.94	34.5	40.02
2.05	23.38	8.0	16.08
