epsA	Trial1	Trial2	Trial3
0.75	0.03	0.03	0.03
0.85	0.08	0.42	0.08
0.95	1.86	0.82	1.86
1.05	7.4	7.47	8.58
1.15	21.9	24.85	21.9
1.25	64.41	55.69	64.41
1.35	76.02	82.84	76.02
1.45	80.03	91.9	80.03
1.55	95.99	99.94	95.99
1.65	72.04	66.69	72.04
1.75	47.99	38.14	47.99
1.85	22.31	4.11	22.31
1.95	16.01	20.09	16.01
2.05	4.0	15.99	4.0
2.15	4.02	12.03	4.02
2.25	0.0	4.14	0.0
2.35	8.48	0.04	8.48
2.45	0.05	0.15	0.05
2.55	4.0	0.22	4.0
2.65	0.02	0.0	0.02
2.75	4.0	0.0	4.0
