epsA	Trial1	Trial2	Trial3
1.15	0.05	0.06	0.1
1.25	0.1	0.02	0.02
1.35	0.16	0.05	0.09
1.45	0.26	0.21	0.46
1.55	1.85	1.76	1.23
1.65	6.9	10.93	6.69
1.75	24.21	32.46	20.93
1.85	60.92	62.7	64.12
1.95	79.73	80.38	81.11
2.05	95.92	99.94	92.56
2.15	83.98	87.98	91.98
2.25	60.03	60.06	52.46
2.35	40.1	36.08	28.02
2.45	8.02	20.1	12.09
2.55	8.0	0.01	8.03
2.65	7.26	4.01	8.13
2.75	0.01	7.98	4.02
