epsA	Trial1	Trial2	Trial3
1.15	0.02	0.03	0.02
1.25	0.14	0.02	0.02
1.35	0.09	0.0	0.06
1.45	0.03	0.1	0.04
1.55	0.13	0.13	0.11
1.65	0.38	0.41	0.16
1.75	2.17	2.02	1.74
1.85	7.4	7.41	8.23
1.95	29.95	33.12	33.06
2.05	32.64	57.93	64.81
2.15	87.62	79.45	89.34
2.25	88.02	93.62	95.9
2.35	99.94	83.96	88.73
2.45	20.02	52.1	66.85
2.55	44.02	52.37	16.18
2.65	4.03	4.21	8.03
2.75	4.0	4.0	0.02
