epsA	Trial1	Trial2	Trial3
0.75	0.0	0.0	0.0
0.85	0.0	0.32	0.4
1.05	20.0	18.0	17.81
1.15	54.83	53.46	42.85
1.25	63.43	76.23	74.18
1.35	85.11	91.68	91.82
1.45	95.84	92.0	95.86
1.55	96.0	99.92	95.99
1.65	95.98	99.86	79.97
1.75	61.23	47.28	76.02
1.85	20.16	36.0	28.1
1.95	23.99	8.08	12.0
2.05	8.0	12.02	8.0
